,CD86,CD274,CD270,CD155,CD112,CD47,CD48,CD40,CD154,CD52,CD3,CD8,CD56,CD19,CD33,CD11c,HLA-A-B-C,CD45RA,CD123,CD7,CD105,CD49f,CD194,CD4,CD44,CD14,CD16,CD25,CD45RO,CD279,TIGIT,Mouse-IgG1,Mouse-IgG2a,Mouse-IgG2b,Rat-IgG2b,CD20,CD335,CD31,Podoplanin,CD146,IgM,CD5,CD195,CD32,CD196,CD185,CD103,CD69,CD62L,CD161,CD152,CD223,KLRG1,CD27,CD107a,CD95,CD134,HLA-DR,CD1c,CD11b,CD64,CD141,CD1d,CD314,CD35,CD57,CD272,CD278,CD58,CD39,CX3CR1,CD24,CD21,CD11a,CD79b,CD244,CD169,integrinB7,CD268,CD42b,CD54,CD62P,CD119,TCR,Rat-IgG1,Rat-IgG2a,CD192,CD122,FceRIa,CD41,CD137,CD163,CD83,CD124,CD13,CD2,CD226,CD29,CD303,CD49b,CD81,IgD,CD18,CD28,CD38,CD127,CD45,CD22,CD71,CD26,CD115,CD63,CD304,CD36,CD172a,CD72,CD158,CD93,CD49a,CD49d,CD73,CD9,TCRVa7.2,TCRVd2,LOX-1,CD158b,CD158e1,CD142,CD319,CD352,CD94,CD162,CD85j,CD23,CD328,HLA-E,CD82,CD101,CD88,CD224
dcf120be1eaa,0.019087404,0.7686946,-0.18736982,4.425153,7.6434336,13.24543,1.6089383,1.1673205,2.413702,1.8990557,-0.46713424,2.3026118,-0.07867241,1.2047557,6.4470296,3.37871,8.600707,0.5613085,6.2787833,0.06643909,1.533046,6.196077,0.03585732,-0.049150705,11.771342,-0.29824734,-0.11332303,-0.28741038,1.3375828,0.68756473,0.6457526,-0.2592733,1.2935753,0.56083083,2.3207932,1.6015756,0.745684,16.468946,1.5868385,2.8401268,1.2423699,1.0825047,0.6421179,1.6293166,1.0716176,2.6976547,0.44902617,-0.22053397,5.5907335,-0.21992856,2.0772974,1.2592974,2.0014522,-0.03450319,2.9217167,0.3977614,1.9045134,5.8337317,-0.05745542,-0.09979254,-0.19190574,0.96180373,1.4450055,1.1364782,0.0022574663,2.1234746,1.9330099,2.1123772,4.624092,-0.19213635,0.31477815,1.0114716,0.15347296,6.257798,2.1198745,11.289274,-0.2441442,0.9295783,-0.050617516,0.7007396,4.256425,0.016037941,2.4619613,1.4898537,-0.12859726,0.010331035,1.7284262,0.81676954,1.9847686,2.101403,0.71305656,1.9686561,0.054157853,2.1553426,4.4062753,3.7196586,-0.030614734,9.798686,1.3929636,9.197124,7.1270113,1.6668584,-0.15884599,0.98171926,3.3294141,0.9158861,9.346842,2.279697,7.814108,2.4465158,1.899378,4.36196,0.2875458,3.1051044,0.99758244,-0.40308547,1.8298361,1.7743635,-0.21274862,8.340307,1.8117808,13.540718,1.006856,-0.07056451,0.86946046,1.7623918,-0.09518623,-0.5342989,1.6772921,1.8737226,-1.4861176,4.567598,1.8363492,0.09020698,0.108227104,-0.13349849,5.4123635,1.108187,4.1145716,6.437195
472a364c7454,5.5413365,0.9039078,1.0439088,1.568603,3.6785674,3.7662532,2.1981792,0.1530031,1.4681412,-0.09302223,-0.0014765859,0.37418032,-0.5200298,0.64652145,2.472332,-0.9069787,3.5121374,-0.3666827,0.58058196,-0.85956967,1.2885706,7.0005283,-1.4943249,1.4542816,4.023784,-1.915662,3.0729795,2.244357,0.6421182,0.16379762,1.3420084,0.3061955,-0.4765585,3.6225905,-0.701951,1.4804616,1.5858288,9.763098,1.3133653,2.657381,0.36570507,2.2158322,0.6471549,3.605383,-0.5391419,0.09010756,2.7518642,0.13695365,2.0975666,1.348037,2.507566,0.46882522,2.8252425,2.458074,2.0061884,0.69069576,1.1715953,5.940242,2.1757612,2.4150276,0.28795308,1.1592914,1.9338778,0.021736503,0.14486164,1.1819514,1.3728068,0.93566597,2.1874692,-0.9522216,-0.08942366,0.5622964,0.87107885,5.231289,1.1209898,7.900404,0.7593868,-0.83377296,-1.5176029,1.9470083,1.4073428,-1.4205332,0.1487273,1.5887516,-0.85888594,1.4768814,1.6302785,1.1022434,3.1535404,0.054362774,1.936114,0.1238637,0.9854436,2.2403488,0.13389581,-1.0300871,2.881486,7.264636,-0.7211688,3.393857,1.4357238,-0.9491415,1.4439756,1.2190583,1.770051,-0.51767653,6.883037,2.4160905,12.997163,7.588234,5.0165033,2.1859488,3.078246,-5.482423,0.02209413,-0.9950919,-1.713013,0.76564634,0.05369115,2.5367522,2.808218,0.45794582,-0.5982259,1.7965137,0.7928026,1.0634158,0.96368694,-0.4331764,2.108192,1.4631412,0.8384125,6.904667,2.3573427,-0.31619054,-0.7801893,1.6180967,5.4948525,1.8327484,8.848732,2.7226963
13b3b8f0e3b0,-0.7133297,-0.8369547,1.0596734,3.924666,7.4282436,11.95819,1.9498388,0.8122181,0.5829743,1.0771782,-1.1658659,-0.75812024,0.80549645,1.6566817,11.132806,2.7122202,12.186591,-0.1422872,8.171055,-0.4692959,1.8726522,3.8779688,3.2126942,2.2773414,14.356868,-0.2890907,-0.8775563,0.6637449,1.4485815,0.12797678,-0.7212342,-0.34303686,1.1441299,-0.029843688,2.2103646,1.6299113,0.99200165,20.932539,-0.6113063,-0.09625031,0.69882596,-0.40659302,-1.8015732,-1.8905966,0.1397256,1.9446564,-0.46276158,-1.0718606,7.3807664,1.066601,2.011794,-0.24672492,2.7629702,1.2103033,0.571771,3.029172,-0.4516752,6.6793876,-0.89502573,0.1320863,0.6945086,0.25276494,1.1737657,0.6912313,-0.7425759,0.5658761,2.3671618,0.09433061,3.2627935,0.60977864,-0.022423357,0.008339703,1.6695288,13.483162,0.0038898587,17.087002,-0.56100965,-1.9725431,0.44489133,-1.1081307,9.467965,-0.81507874,1.40139,0.51265836,0.78747505,0.7297379,1.8594517,-1.0572112,0.3200419,-0.8691132,1.225675,0.10562527,0.16329598,0.0351187,7.168286,-0.4784078,1.4691039,12.646498,-0.6800606,9.309242,8.265801,-0.6081798,3.7168503,-1.2298603,-0.27278954,1.2474573,16.008419,1.3100942,8.162655,-1.5443338,0.7700399,4.5391855,-1.2524668,-1.8631406,2.523952,8.141832,3.0943768,-1.1953821,-0.8371431,9.946707,1.5545726,21.406662,0.0782488,0.8386626,-0.78819036,1.7527505,1.1470267,1.8626643,-0.58081174,0.3123998,1.4060316,3.6046028,-0.52641636,0.87128985,-0.40575904,-0.5398711,9.255196,-0.12512624,2.1783578,5.8469067
1c5d2273db30,-0.29711652,-0.47561267,1.8993386,8.426704,6.3612947,12.05597,3.8837879,0.18280406,1.0987116,4.6709294,0.105991274,-0.124109745,1.4800924,-0.44288343,10.171591,-0.042703718,11.237171,1.4736482,8.267754,-0.16485193,3.1210256,8.716415,-0.3463393,0.4421209,12.936616,1.1052914,-0.44326288,0.28634426,1.221157,1.384716,1.6667529,-0.16492844,1.3384787,-0.78741133,1.8388885,0.69881517,0.5586061,18.613201,0.8045266,-0.5829723,1.1743152,1.3005097,0.13929942,1.9734982,0.669295,3.2229483,2.40055,-0.58807427,9.890752,0.36980364,1.3906024,1.1760601,4.1111183,1.5533792,2.4939764,1.603132,0.8422638,10.872984,0.9181358,-0.50622106,-0.4328459,1.2275459,0.98503095,1.3318241,-0.3193069,1.451018,0.26193485,0.98631305,3.7398722,-0.614399,0.35953712,0.38572133,2.292382,16.654385,0.6193993,10.590523,2.9099095,1.2907655,0.92719215,-0.6636965,2.4679444,-0.34277725,1.8841802,-0.34769303,-0.56155896,0.49446926,1.0773177,0.27321553,2.981956,1.5359194,0.35130802,0.5841097,1.5629058,0.3053236,5.4496064,-0.048055038,1.8731966,10.470435,0.015002757,16.515968,8.406858,-0.3422032,-0.3103908,0.8859272,0.5337221,0.34164593,9.102029,3.673429,7.819073,1.2478633,1.0619578,9.028755,0.79023373,0.960181,-0.528442,-0.55095196,0.9449316,-0.58909553,-0.48231632,7.632715,2.3395681,11.264355,-0.51861274,1.2323904,2.5492682,1.6412802,1.8276739,0.55747813,0.6588341,0.9474081,0.22353417,5.713542,2.6212084,1.0039232,-0.11367439,0.59164214,6.017873,2.7334588,4.222413,5.434271
3ae64061de0c,1.2812909,1.0140074,1.1052685,9.863926,7.7361593,11.445545,10.7439165,2.295811,2.1668782,-0.33483148,0.089527056,-0.15039846,0.49646854,1.5310657,18.473106,3.075264,6.6899633,4.395165,0.79723054,2.631189,0.46147305,4.8396645,1.1084626,3.60148,14.565859,1.8767793,0.81547225,-0.6701669,-0.07555401,0.00619182,1.0477266,1.112906,2.4661093,-0.034032643,-0.47842613,-0.8210561,1.0118052,19.31018,2.084684,2.3649368,0.54930705,1.2654221,0.11185634,2.7088113,-0.04919687,1.7817472,1.5067061,-0.6081341,10.905508,2.082802,0.6322533,-0.09770489,4.087753,-0.30936885,2.448689,2.275075,0.34520158,7.277742,0.8984001,0.64487803,-0.44599605,1.999101,1.1962681,0.081083596,3.5996587,1.4143163,2.3345723,1.397738,4.158348,1.9239994,1.1625124,0.65443784,4.475056,10.356041,1.3029342,13.104203,0.86651593,1.252161,-0.43702757,0.34466752,2.4665997,-0.36236084,0.5727023,0.80497754,0.41794997,-0.5301305,1.3517338,0.24354917,2.9207845,0.7489579,1.8924222,2.0511806,2.3039823,2.1776927,5.145372,-0.0658993,2.371145,12.441525,1.9189421,4.174796,7.2872653,-0.35323173,3.9080544,2.3653877,10.859922,0.3103048,5.8922505,-0.14694336,10.493198,-0.031991124,3.3747177,2.9527206,1.7540897,0.84311426,0.48952287,5.0552435,2.1566463,-0.6142347,-0.49702895,12.266225,1.7650303,1.94117,-0.5404935,-0.3860116,1.1749122,2.1235957,1.7994514,1.4696805,1.7990228,2.1702445,0.87469923,12.200099,2.098627,1.4138641,-0.12578544,2.4962687,6.1245527,0.54667234,6.070817,3.8490336
c5f3366606da,-0.21190786,0.7692605,1.0319723,7.5363364,6.916075,10.138047,3.844128,0.28808093,1.2745359,1.068369,0.18728101,0.005687207,-0.4530682,2.606008,10.351911,0.03483501,9.262836,4.042694,7.908806,-0.102525085,0.37692648,4.2742295,-0.24334732,1.4673638,13.375177,0.3515301,-0.35435274,-0.55255294,0.11303863,0.4680182,1.5405335,0.011605084,2.1023645,0.14875779,-0.32226378,1.254305,1.7032306,17.44878,1.376503,1.6040967,1.5480793,-0.33013523,-0.33560616,0.51917964,-0.68179023,-0.86499405,0.8531966,-0.4890318,2.4148333,-0.016290337,0.8547784,0.500413,2.5990205,-0.22490776,1.430057,0.42264074,-0.49289966,5.343693,1.0155779,-0.39669922,-0.36791885,-0.284303,2.1142635,0.30360186,-0.23265374,0.22367418,1.2715644,1.1689229,3.7299776,1.2793837,0.036409676,1.5286963,1.1732929,14.411758,1.111023,15.890985,-0.61560655,1.9595976,-0.31829095,0.45408183,3.3880298,-0.24608594,1.437638,-0.17268836,1.474046,0.63257205,0.574054,0.4196891,0.6450434,1.1645391,1.2390954,0.74008197,-0.4353317,2.1629045,4.9072986,0.040048346,1.4890733,10.581252,1.750581,6.438207,6.473163,-0.2877515,3.9571626,-0.8470223,0.6988341,1.3618836,8.695122,-0.011294037,9.070278,0.35643494,3.264134,6.027823,0.40997362,1.5381817,-0.39861888,8.376312,3.0073416,0.52975905,0.9360203,5.9458365,1.9582866,10.618594,0.7139848,1.3129958,-0.25175774,0.008798122,-0.47294047,1.6787717,-0.11036998,0.6006101,-1.3248677,7.136224,2.8266935,0.48369107,-0.053877756,1.4618857,4.8821115,2.0959764,3.7864788,1.2026067
b3511e790247,1.4182961,1.7513405,1.3816618,9.7789955,8.842948,10.495529,0.49939996,0.92459464,1.3458049,1.1071264,1.0188481,0.058299333,0.18398806,-0.21616954,7.237483,3.199937,11.594362,0.848711,8.660025,-0.07726136,1.9808054,6.3311534,1.2740612,0.6268432,13.586871,-0.549242,-0.31831372,-0.5129086,0.72449636,0.7780938,2.1608691,0.7673546,1.5673201,0.92625743,-0.26962578,-0.076078,-0.27917594,11.940006,2.423645,-0.41232988,0.70582426,-0.25991374,0.8912331,1.6594979,-0.637845,0.98160887,-0.06656504,1.3801055,3.609377,0.03764388,0.9297854,0.9665694,7.5449963,1.6520844,1.9782082,2.5644612,2.6501803,9.994574,-0.28211734,3.7897131,-0.3416012,1.3781137,2.1933787,0.024501383,1.2325064,0.29712594,1.3704644,0.2410593,3.82656,-0.45448694,0.5958707,1.7190506,-0.14051971,12.926062,-0.014190227,13.743705,1.0868335,2.0368574,2.2931304,1.4283495,2.4772754,0.98978776,2.6448972,-0.101751626,-0.39759514,0.6885509,0.99514604,1.568529,1.2884185,2.0215871,0.6319432,1.354743,1.1591645,1.9920042,4.277254,0.07576035,0.26699087,11.93533,0.21497717,12.189249,8.824633,-0.26567996,3.9737158,1.6848903,2.4590058,1.4246073,11.674073,0.03442964,8.595114,1.7017963,0.7279438,4.4098473,-0.12553257,1.7724695,0.6982629,2.0295577,2.5400586,0.5800706,-0.38023028,12.303553,0.81246305,7.332262,-0.3667891,-0.25640783,2.403345,1.3405354,1.2791129,1.2924743,1.3035033,-1.0347017,0.033907115,5.870988,0.76607925,-0.033854365,-0.029639676,2.7381194,7.1184363,0.7773748,4.1389894,6.230443
b59beb959969,1.6297143,1.9981709,2.7248125,6.2175193,7.1355405,7.0067244,-0.23650062,0.9264811,2.2449236,0.2811867,1.878894,-1.8386595,0.49164796,1.8886565,15.514196,-1.0669502,5.1536264,2.1508012,5.4726634,-0.9881573,1.8325241,8.458885,-0.23114759,1.1830995,12.1898155,1.1955037,1.8968205,1.3645177,1.6567647,0.9780402,1.0139029,1.8007727,-0.81250983,1.5704416,0.12349689,0.56350005,2.0734217,18.131516,2.0822186,1.6252022,1.3502929,5.4489965,0.79290414,8.61323,-0.76281536,2.5143704,5.0238075,-0.067382455,1.1070384,0.35211778,2.983114,1.1334307,3.3212197,0.62560207,2.8493347,1.5208559,2.9207568,10.513426,-0.36902314,1.2767906,1.4727247,2.4333248,1.5311971,2.3082328,-1.4639499,2.2570896,3.5292811,3.527565,5.8373604,-0.3374946,2.2868855,0.49002934,1.7547666,7.3756323,0.86101794,13.5257,1.6828707,0.88976073,1.9789795,0.09860277,1.3936442,-1.6200185,2.3006582,2.2703662,-0.18379962,0.41703415,2.1896005,-0.08454478,4.189372,0.3119011,1.1448321,-0.19792509,2.371253,2.719518,3.7931924,8.259682,2.1042786,9.425001,1.259938,8.673632,4.609052,-1.0614817,1.3597232,2.942001,2.228896,4.244214,9.539269,3.8505507,13.489086,7.9417315,6.688053,7.665262,2.993919,-6.674905,3.5704489,1.4472132,6.5446906,1.2830212,1.1323462,8.66175,3.9089274,3.9474607,2.024358,1.6302154,2.9239378,0.6859257,-2.4529538,3.0996175,0.672189,-1.246639,0.31653225,4.915199,1.5698018,0.6261097,-0.9035567,1.985155,9.050116,2.7456172,9.511978,3.2130942
e87f33fbe25b,-0.19249272,1.7181858,1.8694806,10.555002,7.257336,10.142609,12.900326,0.9059093,1.8201606,0.47291583,0.20580322,0.03526193,-1.0580977,0.80417764,13.901314,3.1861749,8.893145,9.699898,2.980393,-0.08832365,1.6155195,5.3908315,1.2557814,-0.3755343,15.634522,0.37633502,-0.33409423,2.776558,0.14877269,0.9750054,0.6148584,2.4906588,0.1835385,-0.6007727,-0.2926745,0.85610306,1.2889266,11.953316,1.7637987,0.645953,0.6885469,1.5132234,0.86718416,4.0521474,0.105879545,0.9541737,4.1921782,0.4896568,13.927448,1.4613261,2.2463868,1.3319535,2.6253064,1.6396184,3.8462472,3.654517,2.6199722,6.568318,-0.29941213,0.80153716,2.410098,1.9554869,1.4754531,1.8222897,1.2171265,0.9986194,2.031477,2.4724233,5.135923,-0.47468308,1.1422737,1.3116055,-0.16315171,14.405552,1.4831768,10.620892,1.7855328,4.6577625,-0.29579303,-0.5519787,-0.75776505,0.9726262,3.7736745,1.5823722,0.58483636,0.6640393,0.6140325,1.0187688,2.1661744,3.2304406,1.2845961,2.0538974,1.4023898,0.84796,5.518317,0.06012304,2.646721,12.37908,1.7830037,6.760947,7.2915335,-0.27534446,5.822076,2.6276586,3.3794553,0.5316473,5.9866147,0.014408499,10.40774,1.6444666,4.082454,2.706509,0.45079672,1.6698813,-0.36903816,2.0224855,3.0616753,1.4661603,0.9525719,14.015835,0.7839395,3.1185343,-0.3859637,-0.27071434,1.925257,0.05048877,0.44518465,2.925473,0.4101607,0.11525074,-0.82394123,10.965651,1.8783925,0.8622647,-0.040252864,-0.04665947,5.4634733,2.1286693,4.0647163,4.574683
81f8f082bd04,1.3332498,0.15156665,1.4757363,6.72534,6.9963603,10.8134575,10.719732,-0.41986436,0.60270125,1.5831687,0.13909626,-0.07125035,1.5363355,-0.3771852,9.245727,-0.01112631,8.465767,8.579114,5.2468977,-0.13946953,0.9520332,4.1275206,-0.30439612,2.2116663,12.713535,-0.65789795,-0.40705448,0.32617497,0.81946886,0.83212984,0.8248531,-0.09303573,1.4047935,1.4330939,0.79840827,0.29190594,1.1299436,16.716702,1.2515432,0.5463115,1.2139583,1.3710612,2.2126274,0.2764452,0.016913116,2.4820166,-0.28976524,2.0842133,12.840361,0.4239913,0.47923592,-0.020284116,1.6203293,-0.26654023,4.294797,4.057125,2.1235185,7.893283,0.9578188,-0.46161863,1.0380948,1.0449264,-0.09116483,1.670444,-0.28401768,2.1496744,0.3612996,1.5090907,4.3036437,0.36244872,1.0042737,0.9006741,1.0977093,15.427176,2.0098724,14.27874,-0.69682777,2.2939692,0.96740305,1.3375366,5.7772317,-0.3034,1.017092,0.3424163,-0.51404476,0.55071115,1.4587245,0.89857155,1.9183292,1.6766586,2.5381677,0.027090192,0.027184486,0.9991782,5.472396,-0.012175217,0.074700326,11.068184,1.3061711,6.445939,5.6579537,1.486967,5.788564,0.3759679,0.60096353,0.40466443,9.128896,1.9070321,8.1353245,1.3794062,3.3279855,5.634154,0.86319757,1.19557,0.568687,-0.5347247,1.0420431,0.45618582,-0.45273334,9.286103,-0.03147468,9.386948,0.64994776,1.2652167,1.7670033,1.7157944,0.3308375,2.0029922,0.27712172,0.5235514,2.0985973,7.3670864,0.5609857,1.5023756,-0.0893224,1.0240669,2.7573507,2.0109265,3.72132,5.0985413
5b270f17f2e2,0.5285558,1.2980182,1.2111263,6.3584857,7.6324387,2.4324028,-0.4019984,2.2396324,0.47117805,-1.1795084,-1.5033747,-1.2970272,-0.7235601,0.10593569,4.148401,-0.7433872,1.5131515,-0.7159682,1.3953013,2.0805924,-0.56567556,5.5834436,0.19862944,0.970345,9.135159,-1.6859818,-1.2467043,-1.5341766,1.1421666,0.36132455,0.757666,0.6786463,1.5510411,1.174962,1.671193,-0.45876658,1.3295367,18.937088,1.9776207,0.38541663,1.0806084,-0.2649846,-1.0851216,4.923771,-1.7699075,1.5704467,3.8296223,1.1488755,-0.22932923,1.2780874,1.7121496,0.028740764,3.8026195,0.91869,3.7823985,-0.16419607,-0.69572735,4.9945917,0.037594736,-0.3226399,-1.019563,0.91686785,1.4543179,1.2695386,1.6332022,0.43836772,2.3905344,0.20401835,2.4855611,-0.7121497,-0.19856524,0.9180585,3.348606,-0.5371867,-1.7834132,6.0798078,-1.1299213,0.49394453,0.034937143,-0.4591063,-0.8259175,3.008091,-0.12502217,2.322784,-0.6127312,-0.7535044,-0.8369548,-0.48469597,2.1250346,16.593922,2.7122302,0.67331886,1.4525623,1.0070124,0.7836906,2.5965614,1.643344,8.386048,0.32241994,9.122666,2.421296,-0.83425915,1.5301343,2.0008092,2.1184049,-1.0566951,4.67438,-1.1434441,12.717256,2.28097,4.562358,6.869185,-0.82878757,-4.2629547,0.29599547,-0.91102433,4.107919,1.0275176,2.565603,2.9390445,-0.8656248,2.9815037,0.65634894,-1.0980812,0.80657315,0.507228,1.2576766,2.1613235,0.36682868,0.216533,-1.7339027,3.1394472,2.4272742,0.40145385,-0.6540301,0.59189796,5.795995,1.7953656,8.0741005,4.474635
89c6069bf1f4,0.081109315,0.3535571,1.0131091,6.389545,6.816579,13.52091,3.7077444,-0.7025449,1.6975834,0.77993673,1.2654387,0.45203537,2.9289784,0.27319992,3.8832717,0.3014768,5.8744802,5.1079454,5.822037,0.11180577,1.4207919,6.560851,1.5864849,4.8745074,12.95539,1.5885159,-0.048606873,-0.2162199,2.728327,1.7512786,0.76151067,1.3028648,0.70640165,0.67147183,0.12430358,1.6948173,2.7983105,19.290928,2.101449,-0.04399264,-0.49880373,1.2086033,1.3022584,4.6094613,2.384522,3.105196,0.6117999,3.226939,12.018232,1.8885725,2.840564,0.93701994,1.0958593,0.016620189,2.198976,3.7923856,2.0283966,5.3685513,1.3506637,2.224329,-0.14464644,2.1133595,2.340703,2.4164486,0.0653308,0.84682065,3.467024,1.3152289,5.2642627,-0.10931146,3.1430166,2.4641638,0.24628735,17.638878,1.5443463,10.046002,-0.14440703,2.1368213,1.365474,1.7043539,9.529869,0.086417854,1.644795,2.1443062,-0.043673873,0.11085373,0.80329084,1.4890902,3.1359704,1.5676006,3.0874913,-0.05356872,1.7068925,2.2879462,3.7289023,0.3430199,2.1515877,10.669209,1.4965384,8.443432,4.5341682,-0.100501955,-0.1291214,2.2410965,2.9598694,1.8940156,10.284209,0.37661377,9.352102,5.75449,2.882286,3.1767898,1.0260845,3.5258212,2.0454116,0.9456291,1.2921848,1.8647091,-0.15987414,9.298514,0.61642784,0.66600895,1.0854915,-0.011893213,2.5444899,0.63800156,0.0062402487,2.2766962,3.223479,1.0476606,1.4821286,9.161779,1.3894132,2.0875669,0.15175202,1.9791391,8.083258,0.6819001,5.035717,2.8858733
d1ac756e0410,1.5889772,0.71218795,1.9916389,8.826705,5.4737015,7.3393793,3.7486093,-0.10390836,0.4833246,1.2986552,0.38306227,2.2633486,1.9508171,1.1559557,2.1762586,0.22158232,4.1066356,2.1998682,7.151287,0.04758531,0.17425281,5.930534,0.0047023892,-0.08891201,11.253523,-0.33117837,-0.14021826,0.61970586,-0.13039297,1.1268518,1.621994,-0.3126744,1.2443174,1.2307359,-0.009502411,1.5628256,1.7113888,13.373437,1.523068,-0.16910577,1.5061059,1.8909879,-0.009271562,2.4797719,1.6795704,0.007761121,3.1627657,2.3814585,4.0554333,0.30417284,0.753539,0.36075968,1.9665551,-0.055749387,3.256102,1.0783741,1.8530293,7.387413,-0.08693153,1.0403587,-0.21154606,0.19632643,1.1065212,1.6850243,-0.023955017,1.3937616,2.563521,2.4765975,4.5520144,-0.22655725,0.9327273,0.9604633,0.11490053,9.244517,0.23821849,13.347515,2.0843244,1.9404266,2.490913,-0.35357577,1.503982,1.1834697,0.7613529,-0.42906272,1.7550428,-0.031444848,0.99663043,0.7724615,0.18582904,2.7138307,2.613504,-0.6111181,-0.20856404,2.6016667,4.3893476,0.25223982,3.0668268,9.42317,0.02461803,7.3479447,3.5269682,-0.15660796,-0.17119941,0.9262543,3.739496,-0.07896656,7.301123,0.26038405,9.892616,3.4574974,2.8806045,3.9112399,0.23334908,2.9302602,-0.08594787,-0.41513872,3.017714,0.82869726,1.1109726,9.487476,1.1343749,6.295535,2.9452438,-0.09494752,1.8712867,0.44947183,0.74903715,2.0975387,0.28009212,0.39872926,0.29605877,7.9901586,1.7741904,-0.65520674,0.0901387,-0.17899913,7.1125126,-0.6748312,3.9879858,3.928855
2d3a3fb8e30c,1.4923317,-0.050789833,0.6410154,9.307085,5.707992,7.7747636,11.23312,0.4222265,1.4985741,1.1902051,-0.5839248,0.1710766,0.8385225,-0.076000154,10.581677,0.13363627,5.786066,9.175632,0.8462618,-0.023107141,0.74945,6.025104,-0.11211324,0.7410506,11.765265,0.49024555,-0.24106199,0.5087736,0.86076105,0.92937315,0.0262779,0.236547,-0.4190824,1.7168807,1.0408543,1.417532,1.9500949,7.284348,3.4272232,1.7588173,0.45675242,2.486435,1.0089625,2.904797,-0.5436456,1.1159151,0.12773806,-0.36283022,1.7637484,1.6005536,-0.07178879,1.4648042,3.5888355,-0.13541222,0.6927413,2.9364007,1.2293277,4.3078556,1.1397402,-0.2571447,3.691142,0.67509097,2.9623575,1.181782,-0.122238845,3.6138868,3.5459676,1.4016075,3.5031269,2.205826,0.7419876,1.9840314,-0.029727101,7.577165,0.5151231,10.216283,1.2058897,1.2105546,-0.1924769,0.57001793,-0.75081754,1.0738003,3.5031934,2.2561793,1.6227112,-0.18808389,1.1475959,-0.008628845,2.0331686,2.321859,1.493546,1.986462,1.4559058,0.017117798,1.4166414,0.15231113,1.1115922,13.035176,1.1885242,1.6064097,4.5495367,-0.21836823,7.5828366,-0.613387,3.0921946,-0.25447893,5.4205604,0.13244095,10.330127,1.9824476,3.6835504,1.29896,1.7156376,2.2746797,1.764396,0.8593781,-0.0030384064,-0.306817,3.3872337,16.811245,1.5808897,-0.11763613,0.8516425,-0.18637186,-0.6615165,2.0573955,-0.2953853,2.3276114,1.4443674,1.2430589,1.1988401,13.094782,0.94462,1.1770513,0.022316098,-0.34960413,5.999533,1.3934196,3.7273793,4.007552
ccf9025fedd0,1.0875494,-1.5418472,1.7038835,4.2073026,6.450831,6.239377,0.65334445,-0.7234317,1.3258414,0.73598087,-0.9700904,-0.44552165,-0.35208437,-0.84236217,2.636343,2.898962,5.59203,0.33958372,5.685143,-0.31918994,0.61676145,4.474048,-0.60137486,0.11663307,12.701339,0.8357166,0.6133146,0.04415343,1.2559774,0.9535743,0.02577757,1.8367572,-0.41962862,1.6045132,0.4239532,0.8089956,1.0297449,10.444762,1.302788,2.0888512,1.7192124,-0.9323643,1.3691711,8.045306,1.6348202,0.75282186,2.6324298,0.12279147,0.23061214,1.3870547,0.93237835,0.05905144,3.825449,-0.46906593,3.3415523,1.0153053,1.2543287,5.5546803,1.8976034,-0.77742636,-0.5936226,1.2162899,0.50171083,0.87361413,0.8961527,1.6271545,-0.34225336,-0.46776104,4.048708,0.88382363,0.5193589,0.55299765,-0.63547444,3.3726008,1.3402292,8.114845,1.2779807,1.297008,1.9098666,-0.8890026,3.3649485,-0.58221066,2.040543,0.40706423,1.0684636,-0.844139,-0.03588022,-0.7044491,1.8620464,13.073643,0.8591478,1.0036242,0.86481875,2.6070433,3.3419342,-0.2662226,0.8193441,9.113039,0.8958588,5.7910967,3.2471848,-0.47704017,1.7980386,0.97317386,3.2015872,-0.98958147,7.97189,-0.40342608,12.242888,2.5766008,3.308787,7.6056104,1.7977846,-0.47110295,-0.8499189,-0.6496217,0.3544446,1.0064003,3.042152,11.563417,2.4486105,5.831394,-0.7861319,1.03279,1.2109191,1.7075695,0.7382318,1.9029942,2.1023874,1.0693786,0.57712877,5.7840004,2.9901328,0.48750842,-0.26174685,1.5786707,6.730684,-0.88722515,5.627736,6.251874
